Episode,Agent_J1,Agent_J2,Agent_J5,Agent_J7
744,-1031.28,-1419.82,-1352.3366666666666,-979.8399999999999
745,-1331.3866666666665,-1166.3533333333332,-1217.69,-1139.5366666666666
746,-1183.55,-1343.3766666666666,-1162.1033333333332,-1067.2866666666666
747,-1013.2433333333333,-1190.0466666666666,-1112.4033333333332,-1223.76
748,-1222.0866666666666,-1283.5533333333333,-1087.9466666666667,-1153.1633333333332
749,-1477.71,-1056.1766666666665,-1088.9066666666665,-1099.1399999999999
750,-1061.4633333333334,-1436.61,-1230.3166666666666,-1046.11
751,-1282.1366666666665,-1533.2766666666666,-1285.9733333333334,-1224.8933333333332
752,-1425.6766666666665,-1093.1333333333332,-1146.24,-1273.06
753,-1465.1366666666665,-967.8466666666666,-1506.09,-1087.07
754,-1179.8066666666666,-1165.53,-1022.9633333333333,-1276.4233333333334
755,-1419.0766666666666,-1090.0833333333333,-1024.4333333333334,-1258.3733333333332
756,-1042.68,-1216.47,-1107.6233333333332,-1119.3999999999999
757,-952.03,-1524.4333333333332,-1343.7633333333333,-1140.5466666666666
758,-1201.5466666666666,-1222.4533333333334,-1179.6866666666667,-1219.4966666666667
759,-1322.04,-1115.6933333333334,-1333.7266666666667,-1189.82
760,-1316.1266666666666,-1327.3899999999999,-979.74,-1201.8766666666666
761,-971.87,-944.6433333333333,-914.27,-1245.1266666666666
762,-1082.8233333333333,-1441.8133333333333,-1477.0833333333333,-1158.61
763,-1031.7433333333333,-1167.2933333333333,-1264.4566666666667,-1209.1033333333332
764,-1241.46,-1183.8366666666666,-1132.5666666666666,-1147.1833333333334
765,-1240.31,-1252.8566666666666,-1206.9866666666667,-927.1233333333333
766,-1035.2833333333333,-1240.9733333333334,-983.7266666666666,-936.5533333333333
767,-1281.3866666666665,-1110.6966666666667,-847.4666666666666,-1012.9866666666667
768,-1048.35,-1313.6433333333332,-1022.8166666666666,-1169.7833333333333
769,-1322.8899999999999,-1121.5166666666667,-1155.1066666666666,-1261.5133333333333
770,-970.4233333333333,-1179.7733333333333,-1232.08,-1168.2666666666667
771,-1190.9099999999999,-1168.25,-1030.0533333333333,-1066.6433333333332
772,-1325.3466666666666,-1407.2033333333334,-1185.1133333333332,-940.7866666666666
773,-1311.5933333333332,-1218.35,-1236.8366666666666,-1235.0766666666666
774,-1243.49,-1078.9533333333334,-1630.21,-1185.3266666666666
775,-1045.46,-1272.3133333333333,-1457.0266666666666,-1172.7166666666667
776,-1294.7166666666667,-1014.7366666666667,-1132.59,-1227.3866666666665
777,-1330.73,-1274.4966666666667,-1270.6699999999998,-1128.5666666666666
778,-1347.2366666666667,-830.1633333333333,-1322.6699999999998,-930.1733333333333
779,-1021.9733333333332,-1034.3866666666665,-898.2366666666667,-1183.8266666666666
780,-1103.34,-1384.77,-1193.93,-1064.97
781,-1036.6966666666667,-1144.97,-1202.7666666666667,-1159.5666666666666
782,-1315.1266666666666,-1089.3333333333333,-1192.84,-1276.8133333333333
783,-1137.5366666666666,-1357.1,-1275.1066666666666,-951.9699999999999
784,-1072.0833333333333,-1163.3,-895.3566666666666,-888.4933333333333
785,-1276.92,-1028.8333333333333,-1094.9099999999999,-1159.8866666666665
786,-1333.82,-1059.8266666666666,-1226.9333333333334,-1072.4866666666667
787,-1165.9966666666667,-1409.6499999999999,-1112.8433333333332,-1159.3133333333333
788,-1505.0166666666667,-1425.46,-1203.9199999999998,-1066.33
789,-1292.28,-1046.4266666666665,-1086.4133333333332,-1344.0466666666666
790,-1379.8733333333332,-869.0433333333333,-1001.1866666666666,-1109.0166666666667
791,-1169.2133333333334,-892.7066666666666,-1351.1933333333334,-1229.0133333333333
792,-851.81,-1023.39,-1343.74,-1198.0
793,-1297.9866666666667,-1108.0,-1261.6733333333334,-1173.1666666666667
794,-1204.3533333333332,-1257.6166666666666,-1135.61,-1299.54
795,-1353.4199999999998,-1008.0,-1327.2466666666667,-1178.5466666666666
796,-1224.29,-1051.8366666666666,-1135.9866666666667,-1151.6266666666666
797,-1266.5333333333333,-1677.6666666666665,-1172.1499999999999,-1148.06
798,-1005.51,-1219.75,-1093.0666666666666,-1103.75
799,-1070.1433333333332,-1508.4066666666665,-1101.3066666666666,-1074.5033333333333
800,-1442.0766666666666,-1227.6233333333332,-1257.6166666666666,-871.3333333333333
801,-1335.5933333333332,-1057.08,-1277.29,-877.4033333333333
802,-1234.96,-1133.6766666666667,-1204.76,-1046.6366666666665
803,-1010.8399999999999,-1048.8266666666666,-907.0633333333333,-1097.6499999999999
804,-1234.1499999999999,-1117.6833333333334,-1032.9366666666667,-1217.6766666666667
805,-1158.8333333333333,-1300.96,-1133.6799999999998,-1191.0666666666666
806,-1393.4066666666665,-1002.1999999999999,-1105.0,-1172.6533333333334
807,-1020.27,-1149.2933333333333,-1093.1333333333332,-1162.9066666666665
808,-1150.04,-1310.8666666666666,-1139.8466666666666,-1016.1333333333333
809,-1190.8633333333332,-1193.6433333333332,-1075.8833333333332,-1235.83
810,-927.59,-1424.8,-1003.6333333333333,-1134.28
811,-1206.9733333333334,-1059.7333333333333,-1103.4,-1252.58
812,-1087.1299999999999,-1390.6766666666667,-985.31,-1138.7266666666667
813,-1147.7066666666667,-846.23,-1122.3366666666666,-1196.37
814,-1186.1666666666667,-1294.8733333333332,-1253.1266666666666,-1223.92
815,-1207.08,-1140.6366666666665,-1231.1866666666667,-1202.2833333333333
816,-1076.1066666666666,-1384.2866666666666,-1069.0366666666666,-998.7033333333333
817,-1611.2433333333333,-1296.5566666666666,-1047.6333333333332,-1146.1
818,-1223.18,-1126.26,-1243.2433333333333,-1118.4366666666667
819,-1399.7666666666667,-1198.3533333333332,-1244.61,-1336.3433333333332
820,-1471.33,-1099.9299999999998,-1245.4466666666667,-1167.37
821,-1007.2766666666666,-1339.7633333333333,-959.6533333333333,-1280.4933333333333
822,-1193.35,-1042.2566666666667,-1247.06,-1131.7866666666666
823,-1158.8966666666665,-1294.7866666666666,-1259.0433333333333,-1010.73
824,-1345.4433333333334,-1056.5266666666666,-1061.8666666666666,-1225.5033333333333
825,-1222.6766666666667,-1145.6766666666665,-1130.3333333333333,-1170.4666666666667
826,-1282.5533333333333,-1050.8933333333332,-1432.9166666666665,-1251.02
827,-1219.03,-1008.87,-1113.27,-1316.62
828,-976.79,-1173.4633333333334,-1293.2733333333333,-1216.3066666666666
829,-1198.3066666666666,-1275.3333333333333,-1026.9766666666667,-1034.6966666666667
830,-1173.19,-1230.0633333333333,-972.4533333333333,-1136.4433333333334
831,-1167.6333333333332,-1014.0766666666666,-1146.18,-1083.72
832,-1217.1766666666667,-1348.3799999999999,-1313.4733333333334,-1229.9199999999998
833,-1484.95,-1171.35,-1167.6433333333332,-1063.7366666666667
834,-1224.9166666666665,-1328.7633333333333,-1243.4066666666665,-1131.3899999999999
835,-1501.5366666666666,-1258.03,-1213.9233333333334,-1248.1433333333332
836,-991.2533333333333,-1392.9866666666667,-1436.29,-1311.72
837,-951.6866666666666,-1108.4633333333334,-1415.7,-1177.1866666666667
838,-1120.5066666666667,-1694.8899999999999,-1158.2566666666667,-1238.28
839,-1240.2466666666667,-1231.1033333333332,-1471.98,-904.31
840,-1035.9633333333334,-993.42,-1354.1599999999999,-1206.9533333333334
841,-966.86,-1453.8,-1062.7833333333333,-1020.7733333333333
842,-1060.5433333333333,-1486.5833333333333,-1222.81,-1063.43
843,-1366.69,-1056.9866666666667,-987.6366666666667,-1495.78
844,-1261.8866666666665,-1313.77,-1073.1499999999999,-1036.6599999999999
845,-934.0066666666667,-1264.3366666666666,-1065.0833333333333,-948.98
846,-1092.4533333333334,-1150.4166666666665,-1052.2366666666667,-1158.7233333333334
847,-1256.8066666666666,-1047.5766666666666,-1171.82,-1198.2133333333334
848,-1038.7933333333333,-1357.99,-1296.1466666666665,-1111.7533333333333
849,-1205.23,-1116.8033333333333,-998.5366666666666,-1225.8333333333333
850,-1188.57,-1063.9733333333334,-1173.5,-1099.3366666666666
851,-1288.8666666666666,-1023.0,-849.16,-1346.5933333333332
852,-1071.8566666666666,-1104.4833333333333,-1173.0266666666666,-1144.2333333333333
853,-1256.5033333333333,-1261.25,-1053.0633333333333,-1032.7666666666667
854,-1078.5,-993.74,-1324.77,-1148.3266666666666
855,-1218.1,-1184.1133333333332,-1186.2166666666667,-1144.8799999999999
856,-900.76,-970.0,-1331.0133333333333,-1045.1533333333332
857,-1224.5666666666666,-986.4233333333333,-1123.99,-1018.8966666666666
858,-1378.1399999999999,-1205.76,-958.4366666666666,-1052.6666666666667
859,-1012.2833333333333,-1021.7166666666666,-1389.27,-1107.11
860,-1048.7,-1072.7066666666667,-1257.25,-942.3299999999999
861,-1198.2733333333333,-1204.5266666666666,-1555.7266666666667,-1409.2733333333333
862,-1183.1299999999999,-941.9933333333333,-1193.4733333333334,-1014.4599999999999
863,-1006.0733333333333,-1391.9533333333334,-1293.5166666666667,-1178.57
864,-1430.31,-998.63,-1355.36,-1067.1966666666667
865,-1109.62,-1223.1399999999999,-1279.3666666666666,-1170.7266666666667
866,-1179.04,-1121.05,-1169.5133333333333,-1057.5133333333333
867,-1181.7866666666666,-1360.5866666666666,-1006.9366666666666,-1165.9766666666667
868,-983.7333333333333,-1226.8566666666666,-1088.7666666666667,-965.41
869,-1312.03,-1181.9333333333334,-936.0899999999999,-927.9633333333333
870,-1018.4,-1231.1533333333332,-912.8633333333333,-1010.87
871,-1242.67,-1216.6466666666665,-937.7333333333333,-1004.9933333333333
872,-1350.4299999999998,-1270.7333333333333,-1211.0466666666666,-966.0233333333333
873,-1037.7233333333334,-1211.9066666666665,-1455.2533333333333,-1022.3366666666666
874,-1342.7566666666667,-1379.4099999999999,-1574.3133333333333,-1098.71
875,-1206.6499999999999,-972.13,-1043.2133333333334,-1192.25
876,-911.81,-1543.8033333333333,-962.3299999999999,-1069.9433333333334
877,-996.5633333333333,-1297.2833333333333,-1008.3833333333333,-1006.5066666666667
878,-1000.6333333333333,-1042.5366666666666,-1091.7666666666667,-1221.6
879,-1236.9866666666667,-1270.55,-1305.1566666666665,-1525.31
880,-1110.3666666666666,-1127.2533333333333,-1149.77,-1016.39
881,-1410.06,-1095.33,-1145.95,-968.1566666666666
882,-1328.7766666666666,-1084.0633333333333,-1244.0666666666666,-1201.97
883,-1078.5833333333333,-1091.3999999999999,-948.23,-1180.1633333333332
884,-992.9,-1583.0,-1011.2566666666667,-1242.28
885,-1279.4433333333334,-1133.6566666666665,-1178.8,-1272.6299999999999
886,-1239.3333333333333,-1097.4366666666667,-1327.1366666666665,-1179.53
887,-1108.4233333333334,-1173.5133333333333,-1218.8966666666665,-1070.7266666666667
888,-1157.6966666666667,-1234.0133333333333,-1392.2266666666667,-941.37
889,-1115.22,-1278.05,-1087.2233333333334,-1132.47
890,-1069.7733333333333,-1374.1833333333332,-969.0766666666666,-1271.4833333333333
891,-1273.9366666666667,-1174.0133333333333,-1170.1666666666665,-1183.3366666666666
892,-1221.8133333333333,-1247.1233333333332,-1454.5633333333333,-1038.3333333333333
893,-1204.3166666666666,-1199.2033333333334,-1253.1066666666666,-1117.1933333333334
894,-983.6033333333332,-1197.6766666666667,-1103.1499999999999,-1086.8566666666666
895,-1443.6866666666667,-1225.82,-1264.7433333333333,-1086.73
896,-1308.83,-1075.1433333333332,-995.1533333333333,-1000.77
897,-1485.6266666666666,-1234.2566666666667,-1035.6166666666666,-1248.8466666666666
898,-1232.37,-1326.2566666666667,-1185.32,-1014.9933333333333
899,-1255.6033333333332,-1153.87,-1502.0033333333333,-1342.1499999999999
900,-1156.6599999999999,-1180.57,-993.1833333333333,-1025.27
901,-1319.81,-1150.0033333333333,-1127.33,-1228.27
902,-1276.3966666666665,-939.1766666666666,-1044.83,-1212.5066666666667
903,-1114.2666666666667,-1266.7866666666666,-1245.5666666666666,-1239.2966666666666
904,-1166.7966666666666,-1306.4099999999999,-1270.1033333333332,-1106.25
905,-1089.21,-1232.2866666666666,-1246.99,-1276.7933333333333
906,-902.99,-1425.8433333333332,-1075.29,-1177.4333333333334
907,-911.8933333333333,-1551.9399999999998,-1268.09,-1123.4066666666668
908,-1080.34,-1007.5899999999999,-1304.5733333333333,-1158.5333333333333
909,-1143.7966666666666,-839.27,-1204.1,-1480.5833333333333
910,-923.64,-1071.8166666666666,-1071.19,-1225.58
911,-1254.78,-1196.3933333333332,-1010.8366666666666,-1012.3399999999999
912,-1062.46,-1202.0066666666667,-1324.84,-1126.5033333333333
913,-941.7766666666666,-1160.9266666666665,-1278.4033333333332,-1113.77
914,-967.9566666666666,-1152.7233333333334,-1164.2566666666667,-950.66
915,-1259.6733333333332,-1164.5333333333333,-1044.3866666666665,-1118.4033333333332
916,-1250.8333333333333,-1319.7833333333333,-1058.5266666666666,-1046.0333333333333
917,-1479.1966666666665,-877.1066666666667,-1361.8133333333333,-1044.3933333333332
918,-1069.2466666666667,-1541.3933333333332,-1052.9333333333334,-1128.6733333333334
919,-1111.2133333333334,-1392.5233333333333,-1376.0166666666667,-1088.5866666666666
920,-1715.4233333333332,-1177.2233333333334,-998.5633333333333,-1077.5833333333333
921,-1245.5466666666666,-997.0533333333333,-1129.21,-1000.3
922,-1358.84,-847.5533333333333,-1644.7266666666667,-964.1466666666666
923,-1163.4833333333333,-1309.2933333333333,-1260.81,-1190.4733333333334
924,-1323.3899999999999,-1494.2133333333334,-1311.4733333333334,-949.14
925,-1123.7566666666667,-1056.6499999999999,-1032.7733333333333,-1095.2133333333334
926,-1297.2733333333333,-1163.59,-1187.99,-1173.87
927,-1087.8966666666665,-1330.1066666666666,-1429.0066666666667,-1188.0133333333333
928,-1321.5366666666666,-1137.31,-1404.6733333333332,-1256.8566666666666
929,-1307.5633333333333,-1381.8533333333332,-1118.17,-1185.23
930,-1496.3833333333332,-1241.6499999999999,-1307.9933333333333,-1120.8466666666666
931,-1561.6866666666667,-1444.8866666666665,-1209.5433333333333,-1306.53
932,-1028.5,-1439.4666666666667,-1193.5033333333333,-1075.6866666666667
933,-1495.6733333333334,-1229.3733333333332,-1397.05,-1189.5733333333333
934,-1349.2233333333334,-1030.5966666666666,-1067.8933333333332,-1299.7333333333333
935,-940.67,-1334.76,-1232.7966666666666,-1024.85
936,-1135.2366666666667,-1564.4099999999999,-1235.5233333333333,-1217.01
937,-1061.6766666666665,-1197.1,-1585.81,-1089.0033333333333
938,-999.2366666666667,-1296.1966666666667,-1027.09,-908.09
939,-1119.4099999999999,-1433.6666666666665,-1288.96,-1048.4966666666667
940,-1172.6933333333334,-1226.6066666666666,-1530.55,-1196.2466666666667
941,-1267.4533333333334,-1285.12,-1527.9933333333333,-1032.9333333333334
942,-1164.34,-1233.9566666666667,-1017.8866666666667,-1294.57
943,-1097.6499999999999,-1093.1399999999999,-1264.7133333333334,-1143.0366666666666
944,-1196.12,-1022.5799999999999,-1141.58,-1282.76
945,-1027.0266666666666,-1173.72,-965.3466666666666,-1066.7233333333334
946,-1166.0566666666666,-1109.2466666666667,-868.8233333333333,-1201.46
947,-1176.6433333333332,-1013.1833333333333,-1188.9633333333334,-1024.4566666666667
948,-976.3566666666667,-1057.4833333333333,-1177.6266666666666,-1101.47
949,-1269.1599999999999,-966.7433333333333,-1333.0233333333333,-1217.8799999999999
950,-1064.96,-1335.0733333333333,-1121.3333333333333,-934.3533333333332
951,-1143.7266666666667,-1058.5833333333333,-1357.0266666666666,-1124.0366666666666
952,-1000.0333333333333,-1386.1233333333332,-1217.79,-1117.4099999999999
953,-1199.9366666666665,-1102.4199999999998,-1101.9033333333332,-1175.6166666666666
954,-858.8133333333333,-1251.5133333333333,-1347.08,-984.6866666666666
955,-997.5166666666667,-1335.1666666666665,-1346.4166666666665,-1312.58
956,-1159.43,-1279.6333333333332,-1269.2733333333333,-1079.0133333333333
957,-1336.6366666666665,-1219.3933333333332,-1006.03,-954.93
958,-1209.6499999999999,-1041.24,-1195.1066666666666,-1306.82
959,-1216.3533333333332,-1014.9666666666666,-1054.9233333333334,-1188.1433333333332
960,-940.88,-1212.1699999999998,-877.2666666666667,-1353.6499999999999
961,-1191.18,-1080.7333333333333,-1164.5233333333333,-1244.8033333333333
962,-1368.4533333333334,-1044.06,-956.49,-1007.3266666666666
963,-1343.4666666666667,-1243.9333333333334,-1192.4233333333334,-1223.5166666666667
964,-1151.4266666666667,-1230.6866666666667,-1095.81,-906.7833333333333
965,-1075.1266666666666,-1114.9633333333334,-1307.0233333333333,-1283.6599999999999
966,-1177.8266666666666,-1522.46,-1527.36,-1216.02
967,-1121.71,-1129.55,-1273.91,-1294.5566666666666
968,-858.0633333333333,-1186.0066666666667,-981.3766666666667,-1241.04
969,-997.93,-1052.59,-1447.03,-1145.24
970,-1206.8533333333332,-1210.4733333333334,-1235.9733333333334,-1195.2333333333333
971,-1302.9866666666667,-1246.3266666666666,-1068.23,-1046.5533333333333
972,-1111.26,-1391.94,-1315.0233333333333,-1092.6566666666665
973,-1403.3933333333332,-1204.2766666666666,-1018.4733333333332,-1227.08
974,-1346.2933333333333,-1126.79,-1019.2199999999999,-1360.7566666666667
975,-1267.28,-1097.1599999999999,-1294.6699999999998,-789.7633333333333
976,-1118.1,-1458.1233333333332,-1453.7533333333333,-1086.8233333333333
977,-1108.99,-1070.1933333333334,-1508.62,-1007.7966666666666
978,-935.1233333333333,-1152.1499999999999,-1118.04,-978.1166666666667
979,-858.1233333333333,-1243.4833333333333,-1124.43,-1182.78
980,-1130.9233333333334,-1304.51,-1116.8133333333333,-1229.7466666666667
981,-1334.1633333333332,-1233.3333333333333,-1063.6066666666666,-1070.5266666666666
982,-1439.76,-1192.33,-1231.8566666666666,-1258.4033333333332
983,-1227.5933333333332,-1278.3566666666666,-1143.7966666666666,-1289.5766666666666
984,-995.7366666666667,-1124.1066666666666,-1185.7733333333333,-1112.53
985,-1135.1233333333332,-1222.58,-1201.0,-1135.5433333333333
986,-1097.23,-1370.68,-1113.47,-1072.6033333333332
987,-1134.8,-1215.21,-1223.07,-1042.0966666666666
988,-1285.2033333333334,-1126.5766666666666,-1232.1766666666667,-1162.9533333333334
989,-971.2566666666667,-1350.5566666666666,-1110.6633333333332,-992.4666666666666
990,-1279.7266666666667,-1245.5033333333333,-1090.1633333333334,-1170.1266666666666
991,-1233.9366666666667,-983.9066666666666,-1110.9733333333334,-948.9233333333333
992,-1115.37,-1087.59,-1361.8999999999999,-950.73
993,-1296.2466666666667,-1358.2066666666667,-1014.63,-934.8133333333333
994,-1255.1833333333334,-1175.1366666666665,-1171.0466666666666,-1298.8266666666666
995,-1266.5433333333333,-1306.49,-1036.0966666666666,-997.0733333333333
996,-1070.4733333333334,-1248.21,-1065.6699999999998,-1167.83
997,-1444.9533333333334,-1187.07,-1217.5133333333333,-1321.0366666666666
998,-1097.34,-1023.0566666666666,-1173.0966666666666,-1416.0433333333333
999,-1346.2333333333333,-1073.0966666666666,-1272.6433333333332,-1142.8433333333332
1000,-927.78,-894.4766666666667,-1187.4166666666665,-1173.3866666666665
1001,-1339.7266666666667,-1131.0566666666666,-1148.3266666666666,-953.2333333333333
1002,-1476.4566666666667,-1570.1999999999998,-1529.8433333333332,-1069.3633333333332
1003,-1486.9833333333333,-1163.99,-1433.1766666666665,-1056.7633333333333
1004,-1238.07,-1286.3333333333333,-1167.9099999999999,-1221.4333333333332
1005,-1093.2733333333333,-1276.3533333333332,-1115.4766666666667,-1189.2466666666667
1006,-1259.6433333333332,-1329.8333333333333,-1197.79,-1052.1266666666666
1007,-995.2366666666667,-1549.9299999999998,-974.0799999999999,-1060.8833333333332
1008,-1263.6333333333332,-1131.1933333333334,-1095.93,-1290.4966666666667
1009,-1333.57,-1307.2133333333334,-1156.4866666666667,-973.03
1010,-1359.2366666666667,-1147.4866666666667,-1366.2266666666667,-1168.32
1011,-1343.1733333333332,-1108.3066666666666,-1166.1666666666665,-1452.1633333333332
1012,-1527.1366666666665,-1233.8933333333332,-1064.2966666666666,-1162.31
1013,-1161.19,-1119.0733333333333,-1122.8766666666666,-1189.5533333333333
1014,-1541.9266666666665,-992.0033333333333,-1092.46,-1197.8533333333332
1015,-1118.32,-1250.53,-1119.1766666666667,-1031.61
1016,-927.26,-1032.2366666666667,-1258.8233333333333,-1169.4166666666665
1017,-1099.5566666666666,-1304.0966666666666,-1146.0833333333333,-1008.8233333333333
1018,-1219.7533333333333,-1288.2233333333334,-1057.9666666666667,-1073.07
1019,-1142.36,-1139.33,-1050.5166666666667,-1170.9633333333334
1020,-1450.4733333333334,-1226.2066666666667,-989.91,-1087.2333333333333
1021,-952.7833333333333,-1296.1133333333332,-1172.9366666666665,-1103.2466666666667
1022,-1146.3666666666666,-1019.93,-1118.2366666666667,-1212.61
1023,-1198.71,-1251.7233333333334,-1096.6266666666666,-1169.7066666666667
1024,-1209.4666666666667,-1223.7966666666666,-1265.0833333333333,-1111.6933333333334
1025,-1267.22,-1315.3066666666666,-1079.57,-1100.05
1026,-1171.9199999999998,-1504.58,-1235.2266666666667,-1062.4366666666667
1027,-1325.1166666666666,-1121.4166666666665,-1256.8766666666666,-1069.77
1028,-1128.3933333333332,-1102.1433333333332,-1262.1799999999998,-1127.4433333333334
1029,-1377.6,-1270.85,-1106.1166666666666,-1092.6433333333332
1030,-1055.3566666666666,-1200.61,-1409.6833333333332,-1016.9833333333333
1031,-1085.29,-1092.93,-1193.8766666666666,-1136.74
1032,-1062.1266666666666,-1115.4166666666665,-1065.1766666666667,-1216.4266666666667
1033,-1153.36,-1166.3233333333333,-1146.8933333333332,-850.1033333333334
1034,-1336.23,-1125.5333333333333,-1504.2966666666666,-1057.3233333333333
1035,-1478.1533333333332,-1443.1133333333332,-1373.4166666666665,-916.8133333333333
1036,-1177.9733333333334,-1053.5033333333333,-1209.2833333333333,-992.7099999999999
1037,-1115.11,-1692.9066666666665,-1126.55,-1216.3366666666666
1038,-1170.58,-1053.2533333333333,-1243.9199999999998,-1026.6266666666666
1039,-1116.6666666666667,-1022.7866666666666,-1336.1899999999998,-1063.41
1040,-1205.6666666666665,-1218.8766666666666,-1182.0066666666667,-1118.9633333333334
1041,-1151.84,-1458.9733333333334,-1078.9433333333334,-1151.4533333333334
1042,-1064.79,-1109.4533333333334,-1151.9533333333334,-1288.6866666666667
1043,-1269.55,-1251.7333333333333,-1269.3933333333332,-1046.9133333333334
1044,-1256.3,-1159.29,-1519.6499999999999,-1275.69
1045,-1274.5633333333333,-978.8,-1186.0966666666666,-1197.47
1046,-1298.5333333333333,-1460.4233333333332,-1286.3799999999999,-1169.0466666666666
1047,-1559.1033333333332,-1006.8366666666666,-948.0899999999999,-1251.2466666666667
1048,-1216.3,-1335.4866666666667,-1320.3166666666666,-1172.62
1049,-1185.6633333333332,-1371.6633333333332,-1158.9633333333334,-1174.8999999999999
1050,-950.5899999999999,-1338.33,-1254.6033333333332,-1217.58
1051,-1324.6299999999999,-1361.3666666666666,-1137.3066666666666,-1306.0933333333332
1052,-997.77,-1204.0133333333333,-827.0633333333333,-1123.4966666666667
1053,-1186.4833333333333,-1228.06,-1200.8666666666666,-1026.0866666666666
1054,-1338.78,-1118.3333333333333,-867.1933333333333,-1059.9033333333332
1055,-1345.9133333333332,-1151.2,-1289.9666666666667,-1273.8733333333332
1056,-1218.3033333333333,-1067.2966666666666,-1256.51,-988.8666666666667
1057,-1404.11,-1007.1233333333333,-1252.0166666666667,-1159.1433333333332
1058,-1209.1133333333332,-1120.83,-1224.1299999999999,-1053.3666666666666
1059,-1308.56,-1278.6,-1372.49,-1282.2033333333334
1060,-1371.1766666666665,-1140.1399999999999,-1017.9533333333333,-1175.2166666666667
1061,-1397.3166666666666,-1320.4866666666667,-1399.1866666666667,-1390.4833333333333
1062,-1184.42,-1025.0233333333333,-1141.2933333333333,-1099.5666666666666
1063,-1159.7966666666666,-1380.5033333333333,-1296.5766666666666,-938.51
1064,-1364.01,-1239.7233333333334,-1349.5633333333333,-1010.1033333333332
1065,-1067.5166666666667,-1107.8,-1380.2033333333334,-1074.2966666666666
1066,-1172.1233333333332,-1129.7433333333333,-1015.5033333333333,-816.2433333333333
1067,-1188.55,-1183.9566666666667,-1421.7833333333333,-989.0166666666667
1068,-1407.7533333333333,-769.3299999999999,-1398.3433333333332,-821.5133333333333
1069,-985.51,-1285.2266666666667,-1487.3933333333332,-1017.7033333333333
1070,-1300.3633333333332,-1622.8333333333333,-1118.6,-1128.1566666666665
1071,-1269.4733333333334,-1219.56,-925.0966666666667,-855.55
1072,-1239.7133333333334,-1271.6933333333332,-1379.4566666666667,-936.6766666666666
1073,-1196.31,-1380.1033333333332,-1014.5799999999999,-1024.3799999999999
1074,-1464.2466666666667,-1430.1299999999999,-1348.33,-932.68
1075,-1085.4633333333334,-1279.9266666666665,-1165.8633333333332,-1005.7966666666666
1076,-1250.8966666666665,-1103.3833333333332,-981.1433333333333,-1318.8166666666666
1077,-1121.1733333333334,-925.04,-981.0899999999999,-1265.9066666666665
1078,-1167.08,-901.8933333333333,-1241.1499999999999,-1290.6966666666667
1079,-1315.1699999999998,-1022.4866666666667,-1262.21,-1173.61
1080,-1300.35,-1628.5666666666666,-1019.5699999999999,-1066.84
1081,-1256.0,-1360.2433333333333,-967.56,-1235.6066666666666
1082,-932.9466666666666,-946.5766666666666,-1202.7033333333334,-1204.7633333333333
1083,-1402.2966666666666,-996.1433333333333,-970.6866666666666,-1143.45
1084,-1386.2266666666667,-1384.7533333333333,-1043.03,-1084.73
1085,-1225.5866666666666,-1245.3833333333332,-908.2833333333333,-1190.3233333333333
1086,-1389.12,-1307.19,-1322.81,-1039.2833333333333
1087,-1190.3466666666666,-1126.4633333333334,-935.9666666666666,-1171.08
1088,-1196.3266666666666,-1255.3033333333333,-1256.0133333333333,-1446.11
1089,-962.5699999999999,-1291.5933333333332,-1255.4733333333334,-1201.2433333333333
1090,-1156.1833333333334,-1233.49,-1228.72,-1117.2533333333333
1091,-1341.6666666666665,-1329.3566666666666,-1152.0766666666666,-1186.2766666666666
1092,-1401.9666666666667,-1423.7366666666667,-1126.25,-1046.9166666666665
1093,-1111.3233333333333,-1183.81,-1267.9766666666667,-1067.5366666666666
1094,-1345.1133333333332,-1188.6599999999999,-1354.3033333333333,-1088.6866666666667
1095,-1244.5566666666666,-1324.4099999999999,-1133.3799999999999,-1058.1499999999999
1096,-1262.61,-1381.8833333333332,-1166.27,-1172.82
1097,-947.15,-1019.6333333333333,-1223.7,-1132.0533333333333
1098,-1825.0,-1188.4933333333333,-1269.3766666666666,-1091.0266666666666
1099,-1304.0833333333333,-1229.0233333333333,-1076.3633333333332,-1214.1466666666665
1100,-1431.58,-1269.73,-1254.2866666666666,-1282.6733333333332
1101,-1066.3966666666665,-1311.9299999999998,-1196.2066666666667,-1295.79
1102,-1301.5233333333333,-991.5833333333333,-1114.62,-1114.9633333333334
1103,-1153.1299999999999,-1426.3066666666666,-1201.79,-1288.1933333333334
1104,-1188.4433333333334,-1099.2966666666666,-1317.8799999999999,-1085.8899999999999
1105,-1082.2133333333334,-1305.2133333333334,-1201.28,-1179.9866666666667
1106,-1429.9133333333332,-1328.9366666666667,-1074.49,-1022.2933333333333
1107,-1045.35,-1554.1533333333332,-1035.0666666666666,-1058.9266666666667
1108,-1369.5333333333333,-1368.61,-1159.6833333333334,-1113.3233333333333
1109,-1526.6933333333334,-1453.6566666666665,-1203.83,-904.2066666666666
1110,-1254.02,-1567.45,-1313.78,-1044.2133333333334
1111,-1171.3466666666666,-1225.87,-1271.05,-1125.1166666666666
1112,-1198.1499999999999,-1572.6366666666665,-1266.21,-990.48
1113,-1240.4266666666665,-1054.8433333333332,-917.8133333333333,-939.8466666666667
1114,-966.1666666666666,-1149.8466666666666,-967.9866666666667,-1024.6866666666667
1115,-1326.3066666666666,-1470.8933333333332,-1197.0466666666666,-1324.57
